state,year,month,blood_type,donations
Penang,2023,1,b,1021
Penang,2023,1,o,1472
Penang,2023,2,a,846
Penang,2023,2,ab,216
Penang,2023,2,all,3557
Penang,2023,2,b,991
Penang,2023,2,o,1504
Penang,2023,3,a,983
Penang,2023,3,ab,231
Penang,2023,3,all,3936
Penang,2023,3,b,1074
Penang,2023,3,o,1648
Penang,2023,4,a,581
Penang,2023,4,ab,161
Penang,2023,4,all,2551
Penang,2023,4,b,678
Penang,2023,4,o,1131
Penang,2023,5,a,906
Penang,2023,5,ab,234
Penang,2023,5,all,3613
Penang,2023,5,b,961
Penang,2023,5,o,1512
Penang,2023,6,a,998
Penang,2023,6,ab,244
Penang,2023,6,all,3921
Penang,2023,6,b,1076
Penang,2023,6,o,1603
Penang,2023,7,a,784
Penang,2023,7,ab,215
Penang,2023,7,all,3340
Penang,2023,7,b,909
Penang,2023,7,o,1432
Penang,2023,8,a,809
Penang,2023,8,ab,215
Penang,2023,8,all,3412
Penang,2023,8,b,952
Penang,2023,8,o,1436
Penang,2023,9,a,1025
Penang,2023,9,ab,234
Penang,2023,9,all,3911
Penang,2023,9,b,1044
Penang,2023,9,o,1608
Penang,2023,10,a,882
Penang,2023,10,ab,233
Penang,2023,10,all,3671
Penang,2023,10,b,941
Penang,2023,10,o,1615
Penang,2023,11,a,735
Penang,2023,11,ab,178
Penang,2023,11,all,3027
Penang,2023,11,b,851
Penang,2023,11,o,1263
Penang,2023,12,a,773
Penang,2023,12,ab,206
Penang,2023,12,all,3058
Penang,2023,12,b,821
Penang,2023,12,o,1258
Penang,2024,1,a,910
Penang,2024,1,ab,241
Penang,2024,1,all,3737
Penang,2024,1,b,1047
Penang,2024,1,o,1539
Penang,2024,2,a,755
Penang,2024,2,ab,213
Penang,2024,2,all,3147
Penang,2024,2,b,846
Penang,2024,2,o,1333
Penang,2024,3,a,969
Penang,2024,3,ab,241
Penang,2024,3,all,3827
Penang,2024,3,b,1011
Penang,2024,3,o,1606
Penang,2024,4,a,762
Penang,2024,4,ab,179
Penang,2024,4,all,3116
Penang,2024,4,b,840
Penang,2024,4,o,1335
Penang,2024,5,a,850
Penang,2024,5,ab,206
Penang,2024,5,all,3428
Penang,2024,5,b,930
Penang,2024,5,o,1442
Penang,2024,6,a,936
Penang,2024,6,ab,276
Penang,2024,6,all,3932
Penang,2024,6,b,1056
Penang,2024,6,o,1664
Penang,2024,7,a,923
Penang,2024,7,ab,263
Penang,2024,7,all,3707
Penang,2024,7,b,998
Penang,2024,7,o,1522
Penang,2024,8,a,890
Penang,2024,8,ab,230
Penang,2024,8,all,3760
Penang,2024,8,b,985
Penang,2024,8,o,1655
Penang,2024,9,a,464
Penang,2024,9,ab,98
Penang,2024,9,all,1767
Penang,2024,9,b,458
Penang,2024,9,o,747
Perak,2019,1,a,1216
Perak,2019,1,ab,318
Perak,2019,1,all,4745
Perak,2019,1,b,1274
Perak,2019,1,o,1937
Perak,2019,2,a,772
Perak,2019,2,ab,216
Perak,2019,2,all,3093
Perak,2019,2,b,860
Perak,2019,2,o,1245
Perak,2019,3,a,920
Perak,2019,3,ab,211
Perak,2019,3,all,3612
Perak,2019,3,b,980
Perak,2019,3,o,1501
Perak,2019,4,a,788
Perak,2019,4,ab,184
Perak,2019,4,all,3067
Perak,2019,4,b,819
Perak,2019,4,o,1276
Perak,2019,5,a,512
Perak,2019,5,ab,107
Perak,2019,5,all,1889
Perak,2019,5,b,528
Perak,2019,5,o,742
Perak,2019,6,a,737
Perak,2019,6,ab,183
Perak,2019,6,all,2962
Perak,2019,6,b,781
Perak,2019,6,o,1261
Perak,2019,7,a,1172
Perak,2019,7,ab,296
Perak,2019,7,all,4559
Perak,2019,7,b,1243
Perak,2019,7,o,1848
Perak,2019,8,a,1015
Perak,2019,8,ab,258
Perak,2019,8,all,4058
Perak,2019,8,b,1099
Perak,2019,8,o,1686
Perak,2019,9,a,786
Perak,2019,9,ab,177
Perak,2019,9,all,3121
Perak,2019,9,b,866
Perak,2019,9,o,1292
Perak,2019,10,a,853
Perak,2019,10,ab,225
Perak,2019,10,all,3538
Perak,2019,10,b,988
Perak,2019,10,o,1472
Perak,2019,11,a,781
Perak,2019,11,ab,196
Perak,2019,11,all,3181
Perak,2019,11,b,845
Perak,2019,11,o,1359
Perak,2019,12,a,801
Perak,2019,12,ab,201
Perak,2019,12,all,3207
Perak,2019,12,b,878
Perak,2019,12,o,1327
Perak,2020,1,a,836
Perak,2020,1,ab,206
Perak,2020,1,all,3399
Perak,2020,1,b,889
Perak,2020,1,o,1468
Perak,2020,2,a,840
Perak,2020,2,ab,233
Perak,2020,2,all,3474
Perak,2020,2,b,936
Perak,2020,2,o,1465
Perak,2020,3,a,716
Perak,2020,3,ab,168
Perak,2020,3,all,2880
Perak,2020,3,b,833
Perak,2020,3,o,1163
Perak,2020,4,a,577
Perak,2020,4,ab,148
Perak,2020,4,all,2411
Perak,2020,4,b,667
Perak,2020,4,o,1019
Perak,2020,5,a,822
Perak,2020,5,ab,224
Perak,2020,5,all,3262
Perak,2020,5,b,923
Perak,2020,5,o,1293
Perak,2020,6,a,952
Perak,2020,6,ab,278
Perak,2020,6,all,3889
Perak,2020,6,b,1046
Perak,2020,6,o,1613
Perak,2020,7,a,711
Perak,2020,7,ab,175
Perak,2020,7,all,2910
Perak,2020,7,b,754
Perak,2020,7,o,1270
Perak,2020,8,a,928
Perak,2020,8,ab,236
Perak,2020,8,all,3879
Perak,2020,8,b,1114
Perak,2020,8,o,1601
Perak,2020,9,a,816
Perak,2020,9,ab,235
Perak,2020,9,all,3373
Perak,2020,9,b,941
Perak,2020,9,o,1381
Perak,2020,10,a,1007
Perak,2020,10,ab,255
Perak,2020,10,all,3731
Perak,2020,10,b,971
Perak,2020,10,o,1498
Perak,2020,11,a,842
Perak,2020,11,ab,194
Perak,2020,11,all,3255
Perak,2020,11,b,903
Perak,2020,11,o,1316
Perak,2020,12,a,872
Perak,2020,12,ab,206
Perak,2020,12,all,3623
Perak,2020,12,b,947
Perak,2020,12,o,1598
Perak,2021,1,a,865
Perak,2021,1,ab,195
Perak,2021,1,all,3481
Perak,2021,1,b,945
Perak,2021,1,o,1476
Perak,2021,2,a,835
Perak,2021,2,ab,221
Perak,2021,2,all,3622
Perak,2021,2,b,997
Perak,2021,2,o,1569
Perak,2021,3,a,946
Perak,2021,3,ab,243
Perak,2021,3,all,3934
Perak,2021,3,b,1112
Perak,2021,3,o,1633
Perak,2021,4,a,757
Perak,2021,4,ab,195
Perak,2021,4,all,3200
Perak,2021,4,b,869
Perak,2021,4,o,1379
Perak,2021,5,a,763
Perak,2021,5,ab,188
Perak,2021,5,all,3406
Perak,2021,5,b,930
Perak,2021,5,o,1525
Perak,2021,6,a,861
Perak,2021,6,ab,229
Perak,2021,6,all,3826
Perak,2021,6,b,1080
Perak,2021,6,o,1656
Perak,2021,7,a,841
Perak,2021,7,ab,184
Perak,2021,7,all,3329
Perak,2021,7,b,883
Perak,2021,7,o,1420
Perak,2021,8,a,916
Perak,2021,8,ab,212
Perak,2021,8,all,3772
Perak,2021,8,b,896
Perak,2021,8,o,1748
Perak,2021,9,a,928
Perak,2021,9,ab,247
Perak,2021,9,all,3749
Perak,2021,9,b,975
Perak,2021,9,o,1599
Perak,2021,10,a,803
Perak,2021,10,ab,186
Perak,2021,10,all,3292
Perak,2021,10,b,884
Perak,2021,10,o,1419
Perak,2021,11,a,847
Perak,2021,11,ab,224
Perak,2021,11,all,3533
Perak,2021,11,b,971
Perak,2021,11,o,1491
Perak,2021,12,a,1018
Perak,2021,12,ab,266
Perak,2021,12,all,4007
Perak,2021,12,b,1060
Perak,2021,12,o,1663
Perak,2022,1,a,948
Perak,2022,1,ab,215
Perak,2022,1,all,3789
Perak,2022,1,b,1044
Perak,2022,1,o,1582
Perak,2022,2,a,783
Perak,2022,2,ab,212
Perak,2022,2,all,3309
Perak,2022,2,b,902
Perak,2022,2,o,1412
Perak,2022,3,a,991
Perak,2022,3,ab,244
Perak,2022,3,all,4022
Perak,2022,3,b,1077
Perak,2022,3,o,1710
Perak,2022,4,a,976
Perak,2022,4,ab,219
Perak,2022,4,all,3899
Perak,2022,4,b,1137
Perak,2022,4,o,1567
Perak,2022,5,a,969
Perak,2022,5,ab,242
Perak,2022,5,all,3789
Perak,2022,5,b,959
Perak,2022,5,o,1619
Perak,2022,6,a,1085
Perak,2022,6,ab,287
Perak,2022,6,all,4437
Perak,2022,6,b,1253
Perak,2022,6,o,1812
Perak,2022,7,a,1060
Perak,2022,7,ab,266
Perak,2022,7,all,4406
Perak,2022,7,b,1204
Perak,2022,7,o,1876
Perak,2022,8,a,995
Perak,2022,8,ab,205
Perak,2022,8,all,3711
Perak,2022,8,b,950
Perak,2022,8,o,1561
Perak,2022,9,a,877
Perak,2022,9,ab,213
Perak,2022,9,all,3802
Perak,2022,9,b,1073
Perak,2022,9,o,1639
Perak,2022,10,a,991
Perak,2022,10,ab,289
Perak,2022,10,all,4037
Perak,2022,10,b,1109
Perak,2022,10,o,1648
Perak,2022,11,a,813
Perak,2022,11,ab,222
Perak,2022,11,all,3195
Perak,2022,11,b,849
Perak,2022,11,o,1310
Perak,2022,12,a,1037
Perak,2022,12,ab,269
Perak,2022,12,all,4102
Perak,2022,12,b,1117
Perak,2022,12,o,1678
Perak,2023,1,a,960
Perak,2023,1,ab,231
Perak,2023,1,all,4018
Perak,2023,1,b,1100
Perak,2023,1,o,1727
Perak,2023,2,a,1036
Perak,2023,2,ab,275
Perak,2023,2,all,4123
Perak,2023,2,b,1141
Perak,2023,2,o,1671
Perak,2023,3,a,1082
Perak,2023,3,ab,245
Perak,2023,3,all,4467
Perak,2023,3,b,1259
Perak,2023,3,o,1881
Perak,2023,4,a,812
Perak,2023,4,ab,186
Perak,2023,4,all,3255
Perak,2023,4,b,833
Perak,2023,4,o,1423
Perak,2023,5,a,966
Perak,2023,5,ab,244
Perak,2023,5,all,3862
Perak,2023,5,b,1064
Perak,2023,5,o,1588
Perak,2023,6,a,1076
Perak,2023,6,ab,267
Perak,2023,6,all,4474
Perak,2023,6,b,1314
Perak,2023,6,o,1816
Perak,2023,7,a,992
Perak,2023,7,ab,219
Perak,2023,7,all,3900
Perak,2023,7,b,984
Perak,2023,7,o,1704
Perak,2023,8,a,957
Perak,2023,8,ab,236
Perak,2023,8,all,3905
Perak,2023,8,b,1090
Perak,2023,8,o,1622
Perak,2023,9,a,912
Perak,2023,9,ab,241
Perak,2023,9,all,3832
Perak,2023,9,b,1122
Perak,2023,9,o,1557
Perak,2023,10,a,916
Perak,2023,10,ab,235
Perak,2023,10,all,3742
Perak,2023,10,b,1044
Perak,2023,10,o,1547
Perak,2023,11,a,929
Perak,2023,11,ab,198
Perak,2023,11,all,3628
Perak,2023,11,b,985
Perak,2023,11,o,1516
Perak,2023,12,a,927
Perak,2023,12,ab,212
Perak,2023,12,all,3714
Perak,2023,12,b,1026
Perak,2023,12,o,1549
Perak,2024,1,a,1034
Perak,2024,1,ab,253
Perak,2024,1,all,4169
Perak,2024,1,b,1185
Perak,2024,1,o,1697
Perak,2024,2,a,895
Perak,2024,2,ab,226
Perak,2024,2,all,3739
Perak,2024,2,b,1065
Perak,2024,2,o,1552
Perak,2024,3,a,979
Perak,2024,3,ab,228
Perak,2024,3,all,3864
Perak,2024,3,b,931
Perak,2024,3,o,1726
Perak,2024,4,a,968
Perak,2024,4,ab,248
Perak,2024,4,all,3864
Perak,2024,4,b,1041
Perak,2024,4,o,1607
Perak,2024,5,a,987
Perak,2024,5,ab,233
Perak,2024,5,all,3959
Perak,2024,5,b,1103
Perak,2024,5,o,1636
Perak,2024,6,a,951
Perak,2024,6,ab,215
Perak,2024,6,all,3811
Perak,2024,6,b,1049
Perak,2024,6,o,1596
Perak,2024,7,a,1025
Perak,2024,7,ab,242
Perak,2024,7,all,4105
Perak,2024,7,b,1100
Perak,2024,7,o,1738
Perak,2024,8,a,929
Perak,2024,8,ab,248
Perak,2024,8,all,3873
Perak,2024,8,b,1079
Perak,2024,8,o,1616
Perak,2024,9,a,433
Perak,2024,9,ab,89
Perak,2024,9,all,1745
Perak,2024,9,b,441
Perak,2024,9,o,782
Sabah,2019,1,a,538
Sabah,2019,1,ab,125
Sabah,2019,1,all,2545
Sabah,2019,1,b,569
Sabah,2019,1,o,1313
Sabah,2019,2,a,642
Sabah,2019,2,ab,122
Sabah,2019,2,all,2925
Sabah,2019,2,b,676
Sabah,2019,2,o,1485
Sabah,2019,3,a,653
Sabah,2019,3,ab,129
Sabah,2019,3,all,2943
Sabah,2019,3,b,700
Sabah,2019,3,o,1461
Sabah,2019,4,a,605
Sabah,2019,4,ab,148
Sabah,2019,4,all,2706
Sabah,2019,4,b,628
Sabah,2019,4,o,1325
Sabah,2019,5,a,706
Sabah,2019,5,ab,146
Sabah,2019,5,all,3050
Sabah,2019,5,b,774
Sabah,2019,5,o,1424
Sabah,2019,6,a,582
Sabah,2019,6,ab,103
Sabah,2019,6,all,2704
Sabah,2019,6,b,638
Sabah,2019,6,o,1381
Sabah,2019,7,a,413
Sabah,2019,7,ab,92
Sabah,2019,7,all,2083
Sabah,2019,7,b,482
Sabah,2019,7,o,1096
Sabah,2019,8,a,849
Sabah,2019,8,ab,205
Sabah,2019,8,all,3778
Sabah,2019,8,b,939
Sabah,2019,8,o,1785
Sabah,2019,9,a,857
Sabah,2019,9,ab,126
Sabah,2019,9,all,3464
Sabah,2019,9,b,846
Sabah,2019,9,o,1635
Sabah,2019,10,a,707
Sabah,2019,10,ab,140
Sabah,2019,10,all,3082
Sabah,2019,10,b,744
Sabah,2019,10,o,1491
Sabah,2019,11,a,895
Sabah,2019,11,ab,214
Sabah,2019,11,all,3977
Sabah,2019,11,b,975
Sabah,2019,11,o,1893
Sabah,2019,12,a,674
Sabah,2019,12,ab,136
Sabah,2019,12,all,2899
Sabah,2019,12,b,707
Sabah,2019,12,o,1382
Sabah,2020,1,a,669
Sabah,2020,1,ab,141
Sabah,2020,1,all,2980
Sabah,2020,1,b,717
Sabah,2020,1,o,1453
Sabah,2020,2,a,818
Sabah,2020,2,ab,182
Sabah,2020,2,all,3543
Sabah,2020,2,b,800
Sabah,2020,2,o,1743
Sabah,2020,3,a,554
Sabah,2020,3,ab,128
Sabah,2020,3,all,2574
Sabah,2020,3,b,640
Sabah,2020,3,o,1252
Sabah,2020,4,a,432
Sabah,2020,4,ab,90
Sabah,2020,4,all,2010
Sabah,2020,4,b,487
Sabah,2020,4,o,1001
Sabah,2020,5,a,601
Sabah,2020,5,ab,150
Sabah,2020,5,all,2688
Sabah,2020,5,b,645
Sabah,2020,5,o,1292
Sabah,2020,6,a,806
Sabah,2020,6,ab,164
Sabah,2020,6,all,3625
Sabah,2020,6,b,853
Sabah,2020,6,o,1802
Sabah,2020,7,a,681
Sabah,2020,7,ab,149
Sabah,2020,7,all,3114
Sabah,2020,7,b,759
Sabah,2020,7,o,1525
Sabah,2020,8,a,778
Sabah,2020,8,ab,181
Sabah,2020,8,all,3370
Sabah,2020,8,b,803
Sabah,2020,8,o,1608
Sabah,2020,9,a,512
Sabah,2020,9,ab,123
Sabah,2020,9,all,2393
Sabah,2020,9,b,620
Sabah,2020,9,o,1138
Sabah,2020,10,a,531
Sabah,2020,10,ab,106
Sabah,2020,10,all,2354
Sabah,2020,10,b,566
Sabah,2020,10,o,1151
Sabah,2020,11,a,618
Sabah,2020,11,ab,142
Sabah,2020,11,all,2722
Sabah,2020,11,b,631
Sabah,2020,11,o,1331
Sabah,2020,12,a,575
Sabah,2020,12,ab,129
Sabah,2020,12,all,2696
Sabah,2020,12,b,716
Sabah,2020,12,o,1276
Sabah,2021,1,a,552
Sabah,2021,1,ab,120
Sabah,2021,1,all,2648
Sabah,2021,1,b,613
Sabah,2021,1,o,1363
Sabah,2021,2,a,621
Sabah,2021,2,ab,109
Sabah,2021,2,all,2811
Sabah,2021,2,b,686
Sabah,2021,2,o,1395
Sabah,2021,3,a,631
Sabah,2021,3,ab,145
Sabah,2021,3,all,2934
Sabah,2021,3,b,699
Sabah,2021,3,o,1459
Sabah,2021,4,a,479
Sabah,2021,4,ab,111
Sabah,2021,4,all,2173
Sabah,2021,4,b,520
Sabah,2021,4,o,1063
Sabah,2021,5,a,703
Sabah,2021,5,ab,151
Sabah,2021,5,all,3149
Sabah,2021,5,b,749
Sabah,2021,5,o,1546
Sabah,2021,6,a,621
Sabah,2021,6,ab,120
Sabah,2021,6,all,2717
Sabah,2021,6,b,655
Sabah,2021,6,o,1321
Sabah,2021,7,a,531
Sabah,2021,7,ab,118
Sabah,2021,7,all,2598
Sabah,2021,7,b,663
Sabah,2021,7,o,1286
Sabah,2021,8,a,462
Sabah,2021,8,ab,105
Sabah,2021,8,all,2140
Sabah,2021,8,b,525
Sabah,2021,8,o,1048
Sabah,2021,9,a,444
Sabah,2021,9,ab,91
Sabah,2021,9,all,2034
Sabah,2021,9,b,501
Sabah,2021,9,o,998
Sabah,2021,10,a,573
Sabah,2021,10,ab,133
Sabah,2021,10,all,2647
Sabah,2021,10,b,622
Sabah,2021,10,o,1319
Sabah,2021,11,a,630
Sabah,2021,11,ab,147
Sabah,2021,11,all,2726
Sabah,2021,11,b,672
Sabah,2021,11,o,1277
Sabah,2021,12,a,587
Sabah,2021,12,ab,122
Sabah,2021,12,all,2633
Sabah,2021,12,b,635
Sabah,2021,12,o,1289
Sabah,2022,1,a,559
Sabah,2022,1,ab,98
Sabah,2022,1,all,2515
Sabah,2022,1,b,613
Sabah,2022,1,o,1245
Sabah,2022,2,a,390
Sabah,2022,2,ab,79
Sabah,2022,2,all,1702
Sabah,2022,2,b,407
Sabah,2022,2,o,826
Sabah,2022,3,a,893
Sabah,2022,3,ab,205
Sabah,2022,3,all,3894
Sabah,2022,3,b,981
Sabah,2022,3,o,1815
Sabah,2022,4,a,530
Sabah,2022,4,ab,131
Sabah,2022,4,all,2442
Sabah,2022,4,b,584
Sabah,2022,4,o,1197
Sabah,2022,5,a,656
Sabah,2022,5,ab,126
Sabah,2022,5,all,2844
Sabah,2022,5,b,646
Sabah,2022,5,o,1416
Sabah,2022,6,a,809
Sabah,2022,6,ab,190
Sabah,2022,6,all,3763
Sabah,2022,6,b,954
Sabah,2022,6,o,1810
Sabah,2022,7,a,616
Sabah,2022,7,ab,120
Sabah,2022,7,all,2752
Sabah,2022,7,b,657
Sabah,2022,7,o,1359
Sabah,2022,8,a,695
Sabah,2022,8,ab,154
Sabah,2022,8,all,2990
Sabah,2022,8,b,776
Sabah,2022,8,o,1365
Sabah,2022,9,a,772
Sabah,2022,9,ab,181
Sabah,2022,9,all,3323
Sabah,2022,9,b,797
Sabah,2022,9,o,1573
Sabah,2022,10,a,798
Sabah,2022,10,ab,188
Sabah,2022,10,all,3534
Sabah,2022,10,b,906
Sabah,2022,10,o,1642
Sabah,2022,11,a,691
Sabah,2022,11,ab,161
Sabah,2022,11,all,2995
Sabah,2022,11,b,743
Sabah,2022,11,o,1400
Sabah,2022,12,a,626
Sabah,2022,12,ab,117
Sabah,2022,12,all,2776
Sabah,2022,12,b,695
Sabah,2022,12,o,1338
Sabah,2023,1,a,594
Sabah,2023,1,ab,119
Sabah,2023,1,all,2712
Sabah,2023,1,b,671
Sabah,2023,1,o,1328
Sabah,2023,2,a,696
Sabah,2023,2,ab,164
Sabah,2023,2,all,2980
Sabah,2023,2,b,713
Sabah,2023,2,o,1406
Sabah,2023,3,a,772
Sabah,2023,3,ab,186
Sabah,2023,3,all,3624
Sabah,2023,3,b,895
Sabah,2023,3,o,1771
Sabah,2023,4,a,599
Sabah,2023,4,ab,156
Sabah,2023,4,all,2657
Sabah,2023,4,b,622
Sabah,2023,4,o,1280
Sabah,2023,5,a,749
Sabah,2023,5,ab,150
Sabah,2023,5,all,3139
Sabah,2023,5,b,756
Sabah,2023,5,o,1484
Sabah,2023,6,a,972
Sabah,2023,6,ab,237
Sabah,2023,6,all,4368
Sabah,2023,6,b,1103
Sabah,2023,6,o,2055
Sabah,2023,7,a,761
Sabah,2023,7,ab,127
Sabah,2023,7,all,3159
Sabah,2023,7,b,810
Sabah,2023,7,o,1461
Sabah,2023,8,a,695
Sabah,2023,8,ab,143
Sabah,2023,8,all,3069
Sabah,2023,8,b,734
Sabah,2023,8,o,1497
Sabah,2023,9,a,867
Sabah,2023,9,ab,218
Sabah,2023,9,all,3930
Sabah,2023,9,b,1014
Sabah,2023,9,o,1831
Sabah,2023,10,a,768
Sabah,2023,10,ab,170
Sabah,2023,10,all,3213
Sabah,2023,10,b,641
Sabah,2023,10,o,1634
Sabah,2023,11,a,950
Sabah,2023,11,ab,197
Sabah,2023,11,all,4196
Sabah,2023,11,b,1052
Sabah,2023,11,o,1997
Sabah,2023,12,a,626
Sabah,2023,12,ab,129
Sabah,2023,12,all,2779
Sabah,2023,12,b,704
Sabah,2023,12,o,1320
Sabah,2024,1,a,679
Sabah,2024,1,ab,144
Sabah,2024,1,all,3026
Sabah,2024,1,b,730
Sabah,2024,1,o,1473
Sabah,2024,2,a,758
Sabah,2024,2,ab,160
Sabah,2024,2,all,3274
Sabah,2024,2,b,786
Sabah,2024,2,o,1570
Sabah,2024,3,a,888
Sabah,2024,3,ab,198
Sabah,2024,3,all,3903
Sabah,2024,3,b,946
Sabah,2024,3,o,1871
Sabah,2024,4,a,642
Sabah,2024,4,ab,153
Sabah,2024,4,all,2842
Sabah,2024,4,b,644
Sabah,2024,4,o,1402
Sabah,2024,5,a,927
Sabah,2024,5,ab,212
Sabah,2024,5,all,3993
Sabah,2024,5,b,1007
Sabah,2024,5,o,1847
Sabah,2024,6,a,825
Sabah,2024,6,ab,179
Sabah,2024,6,all,3636
Sabah,2024,6,b,903
Sabah,2024,6,o,1729
Sabah,2024,7,a,744
Sabah,2024,7,ab,158
Sabah,2024,7,all,3322
Sabah,2024,7,b,764
Sabah,2024,7,o,1656
Sabah,2024,8,a,670
Sabah,2024,8,ab,127
Sabah,2024,8,all,3120
Sabah,2024,8,b,786
Sabah,2024,8,o,1537
Sabah,2024,9,a,383
Sabah,2024,9,ab,90
Sabah,2024,9,all,1633
Sabah,2024,9,b,406
Sabah,2024,9,o,754
Sarawak,2019,1,a,833
Sarawak,2019,1,ab,270
Sarawak,2019,1,all,3398
Sarawak,2019,1,b,973
Sarawak,2019,1,o,1322
Sarawak,2019,2,a,649
Sarawak,2019,2,ab,184
Sarawak,2019,2,all,2689
Sarawak,2019,2,b,810
Sarawak,2019,2,o,1046
Sarawak,2019,3,a,902
Sarawak,2019,3,ab,272
Sarawak,2019,3,all,3778
Sarawak,2019,3,b,1108
Sarawak,2019,3,o,1496
Sarawak,2019,4,a,909
Sarawak,2019,4,ab,273
Sarawak,2019,4,all,3744
Sarawak,2019,4,b,1029
Sarawak,2019,4,o,1533
Sarawak,2019,5,a,582
Sarawak,2019,5,ab,164
Sarawak,2019,5,all,2297
Sarawak,2019,5,b,593
Sarawak,2019,5,o,958
Sarawak,2019,6,a,686
Sarawak,2019,6,ab,189
Sarawak,2019,6,all,3052
Sarawak,2019,6,b,927
Sarawak,2019,6,o,1250
Sarawak,2019,7,a,836
Sarawak,2019,7,ab,244
Sarawak,2019,7,all,3368
Sarawak,2019,7,b,990
Sarawak,2019,7,o,1298
Sarawak,2019,8,a,725
Sarawak,2019,8,ab,229
Sarawak,2019,8,all,3057
Sarawak,2019,8,b,905
Sarawak,2019,8,o,1198
Sarawak,2019,9,a,732
Sarawak,2019,9,ab,215
Sarawak,2019,9,all,3236
Sarawak,2019,9,b,918
Sarawak,2019,9,o,1371
Sarawak,2019,10,a,813
Sarawak,2019,10,ab,217
Sarawak,2019,10,all,3283
Sarawak,2019,10,b,946
Sarawak,2019,10,o,1307
Sarawak,2019,11,a,691
Sarawak,2019,11,ab,181
Sarawak,2019,11,all,2821
Sarawak,2019,11,b,851
Sarawak,2019,11,o,1098
Sarawak,2019,12,a,697
Sarawak,2019,12,ab,212
Sarawak,2019,12,all,2844
Sarawak,2019,12,b,779
Sarawak,2019,12,o,1156
Sarawak,2020,1,a,598
Sarawak,2020,1,ab,224
Sarawak,2020,1,all,2808
Sarawak,2020,1,b,791
Sarawak,2020,1,o,1195
Sarawak,2020,2,a,667
Sarawak,2020,2,ab,196
Sarawak,2020,2,all,2821
Sarawak,2020,2,b,839
Sarawak,2020,2,o,1119
Sarawak,2020,3,a,697
Sarawak,2020,3,ab,199
Sarawak,2020,3,all,2894
Sarawak,2020,3,b,839
Sarawak,2020,3,o,1159
Sarawak,2020,4,a,416
Sarawak,2020,4,ab,115
Sarawak,2020,4,all,1779
Sarawak,2020,4,b,506
Sarawak,2020,4,o,742
Sarawak,2020,5,a,694
Sarawak,2020,5,ab,179
Sarawak,2020,5,all,2953
Sarawak,2020,5,b,804
Sarawak,2020,5,o,1276
Sarawak,2020,6,a,732
Sarawak,2020,6,ab,216
Sarawak,2020,6,all,2990
Sarawak,2020,6,b,857
Sarawak,2020,6,o,1185
Sarawak,2020,7,a,591
Sarawak,2020,7,ab,166
Sarawak,2020,7,all,2576
Sarawak,2020,7,b,745
Sarawak,2020,7,o,1074
Sarawak,2020,8,a,657
Sarawak,2020,8,ab,205
Sarawak,2020,8,all,3092
Sarawak,2020,8,b,849
Sarawak,2020,8,o,1381
Sarawak,2020,9,a,717
Sarawak,2020,9,ab,198
Sarawak,2020,9,all,2944
Sarawak,2020,9,b,850
Sarawak,2020,9,o,1179
Sarawak,2020,10,a,674
Sarawak,2020,10,ab,134
Sarawak,2020,10,all,2803
Sarawak,2020,10,b,836
Sarawak,2020,10,o,1159
Sarawak,2020,11,a,729
Sarawak,2020,11,ab,216
Sarawak,2020,11,all,3185
Sarawak,2020,11,b,915
Sarawak,2020,11,o,1325
Sarawak,2020,12,a,751
Sarawak,2020,12,ab,229
Sarawak,2020,12,all,3115
Sarawak,2020,12,b,853
Sarawak,2020,12,o,1282
Sarawak,2021,1,a,680
Sarawak,2021,1,ab,220
Sarawak,2021,1,all,2983
Sarawak,2021,1,b,817
Sarawak,2021,1,o,1266
Sarawak,2021,2,a,644
Sarawak,2021,2,ab,190
Sarawak,2021,2,all,2790
Sarawak,2021,2,b,753
Sarawak,2021,2,o,1203
Sarawak,2021,3,a,730
Sarawak,2021,3,ab,212
Sarawak,2021,3,all,3177
Sarawak,2021,3,b,943
Sarawak,2021,3,o,1292
Sarawak,2021,4,a,609
Sarawak,2021,4,ab,160
Sarawak,2021,4,all,2509
Sarawak,2021,4,b,726
Sarawak,2021,4,o,1014
Sarawak,2021,5,a,687
Sarawak,2021,5,ab,195
Sarawak,2021,5,all,2873
Sarawak,2021,5,b,849
Sarawak,2021,5,o,1142
Sarawak,2021,6,a,660
Sarawak,2021,6,ab,180
Sarawak,2021,6,all,2974
Sarawak,2021,6,b,912
Sarawak,2021,6,o,1222
Sarawak,2021,7,a,673
Sarawak,2021,7,ab,171
Sarawak,2021,7,all,2853
Sarawak,2021,7,b,817
Sarawak,2021,7,o,1192
Sarawak,2021,8,a,825
Sarawak,2021,8,ab,235
Sarawak,2021,8,all,3387
Sarawak,2021,8,b,963
Sarawak,2021,8,o,1364
Sarawak,2021,9,a,652
Sarawak,2021,9,ab,168
Sarawak,2021,9,all,2971
Sarawak,2021,9,b,923
Sarawak,2021,9,o,1228
Sarawak,2021,10,a,695
Sarawak,2021,10,ab,184
Sarawak,2021,10,all,3050
Sarawak,2021,10,b,872
Sarawak,2021,10,o,1299
Sarawak,2021,11,a,677
Sarawak,2021,11,ab,187
Sarawak,2021,11,all,3074
Sarawak,2021,11,b,841
Sarawak,2021,11,o,1369
Sarawak,2021,12,a,745
Sarawak,2021,12,ab,205
Sarawak,2021,12,all,3142
Sarawak,2021,12,b,870
Sarawak,2021,12,o,1322
